datetime,Actual,ARIMA,LSTM
2016-12-07,12.87667,81.90400454792042,106.35431
2016-12-08,12.81933,81.90019589757442,107.577675
2016-12-09,12.812,81.89638724717024,111.04062
2016-12-12,12.82867,81.89257859656946,118.064644
2016-12-13,13.21,81.88876994593886,118.94199
2016-12-14,13.246,81.88496129554699,120.523476
2016-12-15,13.172,81.88115264532154,127.643745
2016-12-16,13.49933,81.87734399487587,130.99478
2016-12-19,13.51533,81.87353534409672,138.37927
2016-12-20,13.91933,81.86972669342438,138.7356
2016-12-21,13.84667,81.86591804324127,143.78107
2016-12-22,13.89667,81.86210939318164,153.22043
2016-12-23,14.22267,81.85830074255426,159.78265
2016-12-27,14.63533,81.85449209146302,156.58235
2016-12-28,14.64933,81.85068344085904,150.29736
2016-12-29,14.312,81.84687479111687,152.90526
2016-12-30,14.246,81.84306614120467,163.08136
2017-01-03,14.466,81.83925749008492,176.73792
2017-01-04,15.13267,81.83544883853912,177.91914
2017-01-05,15.11667,81.83164018832979,181.63962
2017-01-06,15.26733,81.82783153938774,183.41211
2017-01-09,15.41867,81.82402288939252,181.31548
2017-01-10,15.32467,81.82021423719169,182.1647
2017-01-11,15.31533,81.8164055851748,186.04959
2017-01-12,15.306,81.81259693611395,195.49294
2017-01-13,15.85,81.80878828839697,195.02121
2017-01-17,15.70533,81.80497963756952,201.65976
2017-01-18,15.89067,81.80117098333606,209.99231
2017-01-19,16.25067,81.79736233130946,214.6409
2017-01-20,16.31533,81.79355368487683,223.07893
2017-01-23,16.59467,81.78974503857918,229.95042
2017-01-24,16.974,81.78593638510631,228.64754
2017-01-25,16.96467,81.78212772761802,225.85764
2017-01-26,16.834,81.77831907727665,225.00299
2017-01-27,16.86333,81.77451043596297,221.94458
2017-01-30,16.70867,81.77070179022186,222.05664
2017-01-31,16.79533,81.76689313041481,219.54834
2017-02-01,16.616,81.76308446881515,222.93681
2017-02-02,16.77,81.75927582447966,225.71498
2017-02-03,16.75533,81.75546719170725,234.37369
2017-02-06,17.18467,81.7516585427567,237.48868
2017-02-07,17.16533,81.74784987016584,247.69463
2017-02-08,17.472,81.7440412058818,259.2005
2017-02-09,17.94667,81.74023257667208,265.81107
2017-02-10,17.94867,81.73642395547355,280.6869
2017-02-13,18.70667,81.7326152931211,279.28488
2017-02-14,18.732,81.72880659836193,273.3397
2017-02-15,18.65067,81.72499793957572,262.71088
2017-02-16,17.93,81.72118934202969,269.189
2017-02-17,18.14867,81.71738073065612,270.95554
2017-02-21,18.49267,81.71357203253932,256.03867
2017-02-22,18.234,81.7097633059083,232.14053
2017-02-23,17.066,81.70595467639865,228.17404
2017-02-24,17.13333,81.70214613581562,216.63205
2017-02-27,16.41533,81.69833751700094,221.70605
2017-02-28,16.666,81.6945287411007,222.3299
2017-03-01,16.668,81.69071998247696,223.3882
2017-03-02,16.69867,81.68691143661866,223.86278
2017-03-03,16.77133,81.68310298225913,221.15991
2017-03-06,16.74733,81.67929430121758,215.90884
2017-03-07,16.57267,81.67548538030044,212.02596
2017-03-08,16.458,81.67167662467727,209.45985
2017-03-09,16.32667,81.66786826830725,211.28258
2017-03-10,16.246,81.6640599114832,220.80772
2017-03-13,16.41133,81.66025103714838,235.95021
2017-03-14,17.2,81.65644188640577,236.3795
2017-03-15,17.048668,81.6526332581978,243.50633
2017-03-16,17.47,81.64882526778558,240.46211
2017-03-17,17.43333,81.64501694176165,234.78958
2017-03-20,17.46133,81.64120760978173,222.27623
2017-03-21,16.712,81.63739817418177,228.81221
2017-03-22,17.00066757,81.63358998642454,234.00465
2017-03-23,16.98533,81.6297826008201,249.23436
2017-03-24,17.544,81.62597402787466,261.47913
2017-03-27,18.014668,81.62216378014878,270.13867
2017-03-28,18.49667,81.61835417430738,270.42624
2017-03-29,18.492,81.61454708185893,274.47452
2017-03-30,18.528,81.61074050307788,286.0991
2017-03-31,18.55333,81.60693094291261,314.07047
2017-04-03,19.90133,81.60311912146935,316.82004
2017-04-04,20.24667,81.59930995233142,308.1548
2017-04-05,19.66667,81.5955051325173,316.84784
2017-04-06,19.91333,81.59169920436852,326.52444
2017-04-07,20.16933,81.58788704805315,336.10275
2017-04-10,20.826,81.5840729940771,325.69638
